crop_cd	manu_gubun	cho_exp	icept	exp_slope	fert_exp	min_base	mid_base	max_base	min_fert	mid_fert1	mid_fert2	max_fert	base_fert	pre_fert	post_fert				
02137	3	1	73.545	-29.394	log(p2o5)								1						
02137	4	1	27.291	-34.392	k								1						
02138	1	2				2		3	2500	2000									
02138	2	1	20.71	-1.8	om								0.5						
02138	3	1	109.375	-43.715	log(p2o5)								1						
02138	4	1	32.089	-40.438	k								1						
02139	1	2				2		3	2000	1500		1000							
02139	2	1	23.209	-5.05	om								0.43	3.8					
02139	3	1	40.758	-13.316	log(p2o5)								1	8					
02139	4	1			10^(1.379-1.544*k)								1	3.7					
02140	1	2				2		3	2000	1500									
02140	2	1	24.645	-5.36	om								0.43	4.7					
02140	3	1	42.006	-13.724	log(p2o5)								1	8.3					
02140	4	1			10^(1.379-1.726*k)								1	4.1					
02141	1	2				2		3	2000	1500									
02141	2	1	24.645	-5.36	om								0.43	4					
02141	3	1	42.006	-13.724	log(p2o5)								1	8.3					
02141	4	1			10^(1.379-1.726*k)								1	4.1					
02142	1	2				2		3	2000	1500									
02142	2	1	23.209	-5.05	om								0.5	3.8					
02142	3	1	40.758	-13.316	log(p2o5)								1	7.3					
02142	4	1			10^(1.379-1.544*k)								1	3.1					
02143	1	2				2		3	2000	1500									
02143	2	1	23.209	-5.05	om								0.42	3.2					
02143	3	1	40.758	-13.316	log(p2o5)								1	7.3					
02143	4	1			10^(1.379-1.544*k)								1	3.1					
02144	1	2				2		3	2000	1500									
02144	2	1	24.645	-5.36	om								0.5	4					
02144	3	1	42.006	-13.724	log(p2o5)								1	7.6					
02144	4	1			10^(1.379-1.726*k)								1	3.2					
02145	1	2				2		3	2000	1500									
02145	2	1	24.645	-5.36	om								0.43	3.4					
02145	3	1	42.006	-13.724	log(p2o5)								1	7.6					
02145	4	1			10^(1.379-1.726*k)								1	3.2					
02146	1	2				2		3	2000	1500									
02146	2	1	15.55	-3.38	om								0.6	4.6					
02146	3	1	36.852	-12.04	log(p2o5)								1	7.2					
02146	4	1			10^(1.195-1.496*k)								1	3.6					
02147	1	2				2		3	2000	1500									
02147	2	1	16.512	-3.59	om								0.6	8					
02147	3	1	37.98	-12.409	log(p2o5)								1	7.5					
02147	4	1			10^(1.336-1.673*k)								1	4					
02148	1	2				2		3	2000	1500									
02148	2	1	15.55	-3.38	om								0.6	3					
02148	3	1	36.852	-12.04	log(p2o5)								1	6.7					
02148	4	1			10^(1.195-1.496*k)								1	3					
02149	1	2				2		3	2000	1500									
02149	2	1	16.512	-3.59	om								0.6	3.2					
02149	3	1	37.98	-12.409	log(p2o5)								1	6.9					
02149	4	1			10^(1.336-1.673*k)								1	3.1					
02150	1	2				2		3	1500	1000									
02150	2	1	8.456	-2.602	om								1						
02150	3	1	20.587	-0.054	p2o5								1						
02150	4	1	15.284	-14.536	k								1						
02151	1	3												2000					
02151	2	2				2		6	15.3	14		12.7	0.5	14					
02151	3	1	29.645	-0.078	p2o5								1						
02151	4	1	15.599	-14.828	k								1						
02152	1	2				2		3	2500	2000									
02152	2	1	16	-2.64	EC								0.46						
02152	3	1	25.26	-0.026	p2o5								1						
02152	4	1	29.34	-53.28	k/sqrt(ca+mg)								0.65						
02152	5	1	16	-0.053	NO3N								0.46						
02153	1	2				2.5		3.5	2500	2000									
02153	2	2				2.5		3.5	28.8	24		19.2	0.35						
02153	3	1	41.163	-0.067	p2o5								1						
02153	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.37						
02154	1	3												2500					
02154	2	3											0.5	11.5	23				
02154	3	3											1	20					
02154	4	3											0.3	5.7	19				
02155	1	3												2500					
02155	2	3											0.5	10.5	21				
02155	3	3											1	18					
02155	4	3											0.3	5.1	17				
02156	1																		
02156	2																		
02156	3																		
02156	4																		
02157	1	3												2000					
02157	2	3													0				
02157	3	3													15				
02157	4	3													18				
02158	1	3												2000					
02158	2	3											0.5	10					
02158	3	3											1	15					
02158	4	3											1	15					
02159	1	3												2000					
02159	2	3											0.5	6					
02159	3	3											1	10					
02159	4	3											1	10					
02160	1	3												2000					
02160	2	3											0.5	6					
02160	3	3											1	10					
02160	4	3											1	10					
02161	1	3												2000					
02161	2	3											0.5	7					
02161	3	3											1	10					
02161	4	3											1	10					
02162	1	3												2000					
02162	2	3											0.5	4					
02162	3	3											1	12					
02162	4	3											1	12					
02163	1	3												2000					
02163	2	3											0.7	14					
02163	3	3											1	5.1					
02163	4	3											1	5.7					
02164	1	3												2000					
02164	2	3											0.2	4					
02164	3	3											1	12					
02164	4	3											1	12					
02165	1	3												2000					
02165	2	3											0.5	4.9					
02165	3	3											0.5	5.1					
02165	4	3											0.5	2.9					
02166	1	3												2000					
02166	2	3											0.5	6					
02166	3	3											0.5	5.9					
02166	4	3											0.5	5.1					
02167	1	4																	
02167	2	3											1	13					
02167	3	3											1	8.1					
02167	4	3											1	12.2					
02168	1	4																	
02168	2	3											1	18					
02168	3	3											1	11.2					
02168	4	3											1	16.9					
02169	1	2												1500					
02169	2	3											1	9					
02169	3	3											1	8					
02169	4	3											1	7					
